filepath	source_en	target_ja
./cvss.jsp	"name=""e"" id=""e_h"" autocomplete=""off"" value=""H""> High (H)"	"name=""e"" id=""e_h"" autocomplete=""off"" value=""H""> 容易に攻撃可能 (H)"
./cvss.jsp	"<bs:box type=""success"" title=""Remediation Level (RL)"">"	"<bs:box type=""success"" title=""利用可能な対策 (RL)"">"
./cvss.jsp	"name=""rl"" id=""rl_o"" autocomplete=""off"" value=""O""> Official Fix (O)"	"name=""rl"" id=""rl_o"" autocomplete=""off"" value=""O""> 正式修正 (O)"
./cvss.jsp	"name=""rl"" id=""rl_t"" autocomplete=""off"" value=""T""> Temporary Fix (T)"	"name=""rl"" id=""rl_t"" autocomplete=""off"" value=""T""> 暫定修正 (T)"
./cvss.jsp	"name=""rl"" id=""rl_w"" autocomplete=""off"" value=""W""> Work Around (W)"	"name=""rl"" id=""rl_w"" autocomplete=""off"" value=""W""> 非公式 (W)"
./cvss.jsp	"name=""rl"" id=""rl_u"" autocomplete=""off"" value=""U""> Unavailable (U)"	"name=""rl"" id=""rl_u"" autocomplete=""off"" value=""U""> なし (U)"
./cvss.jsp	"<bs:box type=""success"" title=""Report Confidende (RC)"">"	"<bs:box type=""success"" title=""脆弱性情報の信憑性 (RC)"">"
./cvss.jsp	"name=""rc"" id=""rc_u"" autocomplete=""off"" value=""U""> Unknown (U) "	"name=""rc"" id=""rc_u"" autocomplete=""off"" value=""U""> 不明  (U) "
./cvss.jsp	"name=""rc"" id=""rc_r"" autocomplete=""off"" value=""R""> Reasonable (R)"	"name=""rc"" id=""rc_r"" autocomplete=""off"" value=""R""> 未検証 (R)"
./cvss.jsp	"name=""rc"" id=""rc_c"" autocomplete=""off"" value=""C""> Confirmed (C) "	"name=""rc"" id=""rc_c"" autocomplete=""off"" value=""C""> 検証済み (C) "
./cvss.jsp	<h2>Environmental Score (Optional)</h2>	<h2>環境評価基準 (任意)</h2>
./cvss.jsp	<h4><b><u>Exploitability Metrics</u></b></h4>	<h4><b><u>悪用可能性</u></b></h4>
./cvss.jsp	"<bs:box type=""success"" title=""Modified Attack Vector (MAV)"">"	"<bs:box type=""success"" title=""攻撃元区分の変更 (MAV)"">"
./cvss.jsp	"name=""mav"" id=""mav_n"" autocomplete=""off"" value=""N""> Network (N)"	"name=""mav"" id=""mav_n"" autocomplete=""off"" value=""N""> ネットワーク (N)"
./cvss.jsp	"name=""mav"" id=""mav_a"" autocomplete=""off"" value=""A""> Adjacent Network (A)"	"name=""mav"" id=""mav_a"" autocomplete=""off"" value=""A""> 近隣 (A)"
./cvss.jsp	"name=""mav"" id=""mav_l"" autocomplete=""off"" value=""L""> Local (L)"	"name=""mav"" id=""mav_l"" autocomplete=""off"" value=""L""> ローカル (L)"
./cvss.jsp	"name=""mav"" id=""mav_p"" autocomplete=""off"" value=""P""> Physical (P)"	"name=""mav"" id=""mav_p"" autocomplete=""off"" value=""P""> 物理 (P)"
./cvss.jsp	"<bs:box type=""success"" title=""Modified Attack Complexity (MAC)"">"	"<bs:box type=""success"" title=""攻撃の複雑さの変更 (MAC)"">"
./cvss.jsp	"name=""mac"" id=""mac_l"" autocomplete=""off"" value=""L""> Low (L)"	"name=""mac"" id=""mac_l"" autocomplete=""off"" value=""L""> 低 (L)"
./cvss.jsp	"name=""mac"" id=""mac_h"" autocomplete=""off"" value=""H""> High (H)"	"name=""mac"" id=""mac_h"" autocomplete=""off"" value=""H""> 高 (H)"
./cvss.jsp	"name=""mpr"" id=""mpr_n"" autocomplete=""off"" value=""N""> None (N)"	"name=""mpr"" id=""mpr_n"" autocomplete=""off"" value=""N""> なし (N)"
./cvss.jsp	"name=""mpr"" id=""mpr_l"" autocomplete=""off"" value=""L""> Low (L)"	"name=""mpr"" id=""mpr_l"" autocomplete=""off"" value=""L""> 低 (L)"
./cvss.jsp	"name=""mpr"" id=""mpr_h"" autocomplete=""off"" value=""H""> High (H)"	"name=""mpr"" id=""mpr_h"" autocomplete=""off"" value=""H""> 高 (H)"
./cvss.jsp	"<bs:box type=""success"" title=""Modified User Interaction (MUI)"">"	"<bs:box type=""success"" title=""利用者の関与の変更 (MUI)"">"
./cvss.jsp	"name=""mui"" id=""mui_n"" autocomplete=""off"" value=""N""> None (N)"	"name=""mui"" id=""mui_n"" autocomplete=""off"" value=""N""> なし (N)"
./cvss.jsp	"name=""mui"" id=""mui_r"" autocomplete=""off"" value=""R""> Required (R)"	"name=""mui"" id=""mui_r"" autocomplete=""off"" value=""R""> 必要 (R)"
./cvss.jsp	"<bs:box type=""success"" title=""Modified Scope (MS)"">"	"<bs:box type=""success"" title=""影響範囲の変更 (MS)"">"
./cvss.jsp	"name=""ms"" id=""ms_u"" autocomplete=""off"" value=""U""> Unchanged (U) "	"name=""ms"" id=""ms_u"" autocomplete=""off"" value=""U""> 変更なし (U) "
./cvss.jsp	"name=""ms"" id=""ms_c"" autocomplete=""off"" value=""C""> Changed (C)"	"name=""ms"" id=""ms_c"" autocomplete=""off"" value=""C""> Changed (C)"
./cvss.jsp	<h4><b><u>Impact Metrics</u></b></h4>	<h4><b><u>影響評価</u></b></h4>
./cvss.jsp	"<bs:box type=""success"" title=""Modified Confidentiality (MC)"">"	"<bs:box type=""success"" title=""機密性への影響の変更 (MC)"">"
./cvss.jsp	"name=""mc"" id=""mc_n"" autocomplete=""off"" value=""N""> None (N)"	"name=""mc"" id=""mc_n"" autocomplete=""off"" value=""N""> なし (N)"
./cvss.jsp	"name=""mc"" id=""mc_l"" autocomplete=""off"" value=""L""> Low (L)"	"name=""mc"" id=""mc_l"" autocomplete=""off"" value=""L""> 低 (L)"
./cvss.jsp	"name=""mc"" id=""mc_h"" autocomplete=""off"" value=""H""> High (H)"	"name=""mc"" id=""mc_h"" autocomplete=""off"" value=""H""> 高 (H)"
./cvss.jsp	"<bs:box type=""success"" title=""Modified Integrity (MI)"">"	"<bs:box type=""success"" title=""完全性への影響の変更 (MI)"">"
./cvss.jsp	"name=""mi"" id=""mi_n"" autocomplete=""off"" value=""N""> None (N)"	"name=""mi"" id=""mi_n"" autocomplete=""off"" value=""N""> なし (N)"
./cvss.jsp	"name=""mi"" id=""mi_l"" autocomplete=""off"" value=""L""> Low (L)"	"name=""mi"" id=""mi_l"" autocomplete=""off"" value=""L""> 低 (L)"
./cvss.jsp	"name=""mi"" id=""mi_h"" autocomplete=""off"" value=""H""> High (H)"	"name=""mi"" id=""mi_h"" autocomplete=""off"" value=""H""> 高 (H)"
./cvss.jsp	"<bs:box type=""success"" title=""Modified Availability (MA)"">"	"<bs:box type=""success"" title=""可用性への影響の変更 (MA)"">"
./cvss.jsp	"name=""ma"" id=""ma_n"" autocomplete=""off"" value=""N""> None (N)"	"name=""ma"" id=""ma_n"" autocomplete=""off"" value=""N""> なし (N)"
./cvss.jsp	"name=""ma"" id=""ma_l"" autocomplete=""off"" value=""L""> Low (L)"	"name=""ma"" id=""ma_l"" autocomplete=""off"" value=""L""> 低 (L)"
./cvss.jsp	"name=""ma"" id=""ma_h"" autocomplete=""off"" value=""H""> High (H)"	"name=""ma"" id=""ma_h"" autocomplete=""off"" value=""H""> 高 (H)"
./cvss.jsp	<h4><b><u>Impact SubScore Metrics</u></b></h4>	<h4><b><u>対象システムのセキュリティ要求度</u></b></h4>
./cvss.jsp	"<bs:box type=""success"" title=""Confidentiality Requirement (CR)"">"	"<bs:box type=""success"" title=""機密性への要求 (CR)"">"
./cvss.jsp	"name=""cr"" id=""cr_l"" autocomplete=""off"" value=""L""> Low (L)"	"name=""cr"" id=""cr_l"" autocomplete=""off"" value=""L""> 低 (L)"
./cvss.jsp	"name=""cr"" id=""cr_m"" autocomplete=""off"" value=""M""> Medium (M)"	"name=""cr"" id=""cr_m"" autocomplete=""off"" value=""M""> Medium (M)"
./cvss.jsp	"name=""cr"" id=""cr_h"" autocomplete=""off"" value=""H""> High (H)"	"name=""cr"" id=""cr_h"" autocomplete=""off"" value=""H""> 高 (H)"
./cvss.jsp	"<bs:box type=""success"" title=""Integrity Requirement (IR)"">"	"<bs:box type=""success"" title=""完全性への要求 (IR)"">"
./cvss.jsp	"name=""ir"" id=""ir_l"" autocomplete=""off"" value=""L""> Low (L)"	"name=""ir"" id=""ir_l"" autocomplete=""off"" value=""L""> 低 (L)"
./cvss.jsp	"name=""ir"" id=""ir_m"" autocomplete=""off"" value=""M""> Medium (M)"	"name=""ir"" id=""ir_m"" autocomplete=""off"" value=""M""> Medium (M)"
./cvss.jsp	"name=""ir"" id=""ir_h"" autocomplete=""off"" value=""H""> High (H)"	"name=""ir"" id=""ir_h"" autocomplete=""off"" value=""H""> 高 (H)"
./cvss.jsp	"<bs:box type=""success"" title=""Availability Requirement (AR)"">"	"<bs:box type=""success"" title=""可用性への要求 (AR)"">"
./cvss.jsp	"name=""ar"" id=""ar_l"" autocomplete=""off"" value=""L""> Low (L)"	"name=""ar"" id=""ar_l"" autocomplete=""off"" value=""L""> 低 (L)"
./cvss.jsp	"name=""ar"" id=""ar_m"" autocomplete=""off"" value=""M""> Medium (M)"	"name=""ar"" id=""ar_m"" autocomplete=""off"" value=""M""> Medium (M)"
./cvss.jsp	"name=""ar"" id=""ar_h"" autocomplete=""off"" value=""H""> High (H)"	"name=""ar"" id=""ar_h"" autocomplete=""off"" value=""H""> 高 (H)"
./DownloadError.jsp	"<i class=""fa fa-ban""></i> Download Error"	ダウンロードエラー
./DownloadError.jsp	"<h4><i class=""icon fa fa-ban""></i> Alert!</h4>"	"<h4><i class=""icon fa fa-ban""></i> 警告!</h4>"
./DownloadError.jsp	The Report you're attempting to download is not available. This could mean that it is taking a long time to process and will show up in your dashboard once complete. 	ダウンロードを試みているレポートは現在利用できません。処理に時間がかかっている可能性があり、完了後にダッシュボードに表示される予定です。
./DownloadError.jsp	"<a href=""Dashboard""> Click here in a few seconds to see if the report generated correctly.</a>"	"<a href=""Dashboard""> 数分後にここをクリックして、レポートが正しく生成されたか確認してください。</a>"
./DownloadError.jsp	The other reason for this error could be that the administrator has not uploaded a template report for this assessment Team,Type, or Retest. If the report does not 	このエラーのもう一つの原因として、管理者がこの検査チーム、タイプ、または再検査のためのテンプレートレポートを送信していない可能性が考えられます。もし該当するレポートが存在しない場合：
./DownloadError.jsp	become available from the link above then contact your administrator. 	上記のリンクから利用可能になったら、管理者に連絡してください。
./engagement/assessmentUpload.jsp	<label>Upload Assessments</label>	<label>検査計画を送信</label>
./engagement/assessmentUpload.jsp	"<a href=""../assessments.csv"">Download Template</a>"	"<a href=""../assessments.csv"">検査計画の雛型をダウンロード</a>"
./engagement/AssessorSearch.jsp	<h3>Assessment Details	<h3>検査詳細
./engagement/AssessorSearch.jsp	"<s:if test=""currentAssessment.InPr""> <span class=""text-warning fa fa-eye""></span><b class=""text-warning""> (in Peer Review)</b></s:if>"	"<s:if test=""currentAssessment.InPr""> <span class=""text-warning fa fa-eye""></span><b class=""text-warning""> (査読中)</b></s:if>"
./engagement/AssessorSearch.jsp	"<s:if test=""currentAssessment.prComplete""> <span class=""text-success fa fa-eye""></span><b class=""text-success""> (Peer Review Completed)</b></s:if>"	"<s:if test=""currentAssessment.prComplete""> <span class=""text-success fa fa-eye""></span><b class=""text-success""> (査読完了)</b></s:if>"
./engagement/AssessorSearch.jsp	"<s:if test=""currentAssessment.Finalized""> <span class=""text-primary fa fa-check""></span><b  class=""text-primary""> Assessment Completed</b></s:if>"	"<s:if test=""currentAssessment.Finalized""> <span class=""text-primary fa fa-check""></span><b  class=""text-primary""> 検査完了</b></s:if>"
./engagement/AssessorSearch.jsp	<label>App ID: <b>*</b></label>	<label>App ID: <b>*</b></label>
./engagement/AssessorSearch.jsp	"<bs:inputgroup name=""App Name: <b>*</b>"" id=""appName"" colsize=""4"" ><s:property value=""currentAssessment.name"" /></bs:inputgroup>"	"<bs:inputgroup name=""検査対象名: <b>*</b>"" id=""appName"" colsize=""4"" ><s:property value=""currentAssessment.name"" /></bs:inputgroup>"
./engagement/AssessorSearch.jsp	"<bs:dt name=""Start and End Date: <b>*</b>"" colsize=""4"" id=""reservation"" readOnly=""${currentAssessment.isFinalized() }""><s:property value=""startStr""/> to <s:property value=""endStr""/></bs:dt>"	"<bs:dt name=""期間: <b>*</b>"" colsize=""4"" id=""reservation"" readOnly=""${currentAssessment.isFinalized() }""><s:property value=""startStr""/> to <s:property value=""endStr""/></bs:dt>"
./engagement/AssessorSearch.jsp	"<bs:select name=""Select Team: <b>*</b>"" colsize=""4"" id=""teamName"" readOnly=""${currentAssessment.isFinalized() }"">"	"<bs:select name=""Select 担当組織: <b>*</b>"" colsize=""4"" id=""teamName"" readOnly=""${currentAssessment.isFinalized() }"">"
./engagement/AssessorSearch.jsp	"<bs:select name=""Assessment Type: <b>*</b>"" colsize=""4"" id=""assType""  readOnly=""${currentAssessment.isFinalized() }"">"	"<bs:select name=""検査種別: <b>*</b>"" colsize=""4"" id=""assType""  readOnly=""${currentAssessment.isFinalized() }"">"
./engagement/AssessorSearch.jsp	"<bs:select name=""Select Campaign: <b></b>"" colsize=""4"" id=""campName"" >"	"<bs:select name=""キャンペーン: <b></b>"" colsize=""4"" id=""campName"" >"
./engagement/AssessorSearch.jsp	"<bs:select name=""Status:"" colsize=""4"" id=""statusSelect"">"	"<bs:select name=""状態:"" colsize=""4"" id=""statusSelect"">"
./engagement/AssessorSearch.jsp	"<option value=""-1"">Automatic</option>"	"<option value=""-1"">自動選択</option>"
./engagement/AssessorSearch.jsp	<h3>Variables</h3>	<h3>追加項目</h3>
./engagement/AssessorSearch.jsp	"<bs:select name=""Engagement Contact: <b></b>"" colsize=""4"" id=""engName"">"	"<bs:select name=""交戦責任者: <b></b>"" colsize=""4"" id=""engName"">"
./engagement/AssessorSearch.jsp	"<bs:select name=""Remediation Contact: <b></b>"" colsize=""4"" id=""remName"">"	"<bs:select name=""修正担当者: <b></b>"" colsize=""4"" id=""remName"">"
./engagement/AssessorSearch.jsp	"<bs:inputgroup colsize=""12"" name=""Distribution List:"" id=""distlist""  readOnly=""${currentAssessment.isFinalized() }""><s:property value=""currentAssessment.DistributionList""/> </bs:inputgroup>"	"<bs:inputgroup colsize=""12"" name=""配布:"" id=""distlist""  readOnly=""${currentAssessment.isFinalized() }""><s:property value=""currentAssessment.DistributionList""/> </bs:inputgroup>"
./engagement/AssessorSearch.jsp	<label>Search Assessors:</label>	<label>検査者を検索:</label>
./engagement/AssessorSearch.jsp	<label>Find Assessors:</label>	<label>検査者を選択:</label>
./engagement/AssessorSearch.jsp	<label>Assigned Assessors: <b>*</b></label>	<label>割り当て済み検査者: <b>*</b></label>
./engagement/AssessorSearch.jsp	<h3>Scope</h3>	<h3>検査対象範囲</h3>
./engagement/AssessorSearch.jsp	<label>Upload Files</label>	<label>添付ファイルを送信</label>
./engagement/EditAssessment.jsp	Edit Assessment	検査計画編集
./engagement/EditAssessment.jsp	"<a href=""AssessmentQueue"">Assessment Queue</a>"	"<a href=""AssessmentQueue"">検査一覧</a>"
./engagement/EditAssessment.jsp	"<a href=""Assessment"">Assessment</a>"	"<a href=""Assessment"">検査</a>"
./engagement/EditAssessment.jsp	"<a href="""">Edit Assessment</a>"	"<a href="""">検査計画編集</a>"
./engagement/EditAssessment.jsp	"<a href=""Engagement"">Assessment Scheduling</a>"	"<a href=""Engagement"">検査計画</a>"
./engagement/EditAssessment.jsp	"<a href=""Engagement#tab_3"">Assessment Search</a>"	"<a href=""Engagement#tab_3"">検査検索</a>"
./engagement/EditAssessment.jsp	"<li class=""active""><a href=""#tab_1"" data-toggle=""tab"">Assessment</a></li>"	"<li class=""active""><a href=""#tab_1"" data-toggle=""tab"">検査計画</a></li>"
./engagement/EditAssessment.jsp	"<li><a href=""#tab_2"" data-toggle=""tab"">Audit</a></li>"	"<li><a href=""#tab_2"" data-toggle=""tab"">監査</a></li>"
./engagement/EditAssessment.jsp	"<bs:datatable columns=""Timestamp,Description,User"" classname="""" id=""auditlog"">"	"<bs:datatable columns=""日時,説明,利用者"" classname="""" id=""auditlog"">"
./engagement/Engagement.jsp	"<i class=""glyphicon glyphicon-random""></i>&nbsp;&nbsp;Schedule Assessment"	"<i class=""glyphicon glyphicon-random""></i>&nbsp;&nbsp;検査計画作成"
./engagement/Engagement.jsp	"<a href=""Dashboard"">Assessment Dashboard</a>"	"<a href=""Dashboard"">検査ダッシュボード</a>"
./engagement/Engagement.jsp	"<a href=""Engagement?back=assessment"">Create Assessment</a>"	"<a href=""Engagement?back=assessment"">検査を作成</a>"
./engagement/Engagement.jsp	"<li class=""active""><a href=""#tab_1"" data-toggle=""tab"">Assessments</a></li>"	"<li class=""active""><a href=""#tab_1"" data-toggle=""tab"">検査計画</a></li>"
./engagement/Engagement.jsp	"<li><a href=""#tab_3"" data-toggle=""tab"">Search</a></li>"	"<li><a href=""#tab_3"" data-toggle=""tab"">検索</a></li>"
./engagement/Engagement.jsp	"<li><a href=""#tab_4"" data-toggle=""tab"">Upload</a></li>"	"<li><a href=""#tab_4"" data-toggle=""tab"">アップロード</a></li>"
./engagement/EngagementSearch.jsp	"<bs:inputgroup name=""App Name:"" id=""search_appname"" colsize=""2"" ></bs:inputgroup>"	"<bs:inputgroup name=""検査対象名:"" id=""search_appname"" colsize=""2"" ></bs:inputgroup>"
./engagement/EngagementSearch.jsp	"<bs:select name=""Assessor:"" colsize=""2"" id=""search_assessorid"">"	"<bs:select name=""検査者:"" colsize=""2"" id=""search_assessorid"">"
./engagement/EngagementSearch.jsp	"<bs:select name=""Enagement:"" colsize=""2"" id=""search_engagementid"">"	"<bs:select name=""交戦責任者:"" colsize=""2"" id=""search_engagementid"">"
./engagement/EngagementSearch.jsp	"<bs:select name=""Status:"" colsize=""2"" id=""statusSearch"">"	"<bs:select name=""状態:"" colsize=""2"" id=""statusSearch"">"
./engagement/EngagementSearch.jsp	"<bs:inputgroup name=""Start:"" id=""search_start"" colsize=""2"" ></bs:inputgroup>&nbsp;"	"<bs:inputgroup name=""開始日:"" id=""search_start"" colsize=""2"" ></bs:inputgroup>&nbsp;"
./engagement/EngagementSearch.jsp	"<bs:inputgroup name=""End:"" id=""search_end"" colsize=""2"" ></bs:inputgroup>"	"<bs:inputgroup name=""検査終了日:"" id=""search_end"" colsize=""2"" ></bs:inputgroup>"
./engagement/EngagementSearch.jsp	"<bs:button size=""md"" color=""primary"" text=""Search"" id=""searchBtn"" colsize=""2""></bs:button>"	"<bs:button size=""md"" color=""primary"" text=""検索"" id=""searchBtn"" colsize=""2""></bs:button>"
./engagement/EngagementSearch.jsp	"<bs:datatable columns=""App Id,Name,Status, Assessor(s),Type,Campaign,Start, End, Completed,Report,Delete"" classname=""box-primary"" id=""searchResults""></bs:datatable>"	"<bs:datatable columns=""App Id,名称,状態,検査者,検査種別,キャンペーン,開始日,検査終了日,完了日,報告書,削除"" classname=""box-primary"" id=""searchResults""></bs:datatable>"
./engagement/SearchAll.jsp	"<bs:inputgroup name=""App Name:"" id=""search_appname"" colsize=""2"" ></bs:inputgroup>"	"<bs:inputgroup name=""検査対象名:"" id=""search_appname"" colsize=""2"" ></bs:inputgroup>"
./engagement/SearchAll.jsp	"<bs:button size=""md"" color=""primary"" text=""Search"" id=""searchBtn"" colsize=""2""></bs:button>"	"<bs:button size=""md"" color=""primary"" text=""検索"" id=""searchBtn"" colsize=""2""></bs:button>"
./engagement/SearchAll.jsp	"<bs:datatable columns=""App Id,Name,Assessor(s),Type,Start, End, Completed,Report,Edit,Delete"" classname=""box-primary"" id=""searchResults""></bs:datatable>"	"<bs:datatable columns=""App Id,名称,検査者,検査種別,開始日,検査終了日,完了日,報告書,編集,削除"" classname=""box-primary"" id=""searchResults""></bs:datatable>"
./footer.jsp	"<strong>Copyright &copy; ${Year.now().getValue()} <a href=""https://www.factionsecurity.com"">FACTION</a>.</strong> All rights reserved. <b class=""version"" id=""versionName"">${version}</b> <span class=""version"" id=""newVersion""></</span>"	"<strong>Copyright &copy; ${Year.now().getValue()} <a href=""https://www.factionsecurity.com"">FACTION</a>.</strong> All rights reserved. <span>Japanese Translate:<a href=""https://github.com/fuchse-ohren/faction-ja-patch"">fuchse-ohren</a></span> <b class=""version"" id=""versionName"">${version}</b> <span class=""version"" id=""newVersion""></</span>"
./header.jsp	"<span class=""sr-only"">Toggle navigation</span>"	"<span class=""sr-only"">ナビゲーションを切り替え</span>"
./header.jsp	"<a href=""#"">Last Login:"	"<a href=""#"">最終ログイン:"
./header.jsp	"<button class=""btn btn-default btn-flat"" id=""Profile"">Profile</button>"	"<button class=""btn btn-default btn-flat"" id=""Profile"">個人設定</button>"
./header.jsp	"<a href=""../service/logout"" class=""btn btn-default btn-flat"">Sign"	"<a href=""../service/logout"" class=""btn btn-default btn-flat"">サイン"
./header.jsp	out</a>	アウト</a>
./header.jsp	"class=""glyphicon glyphicon-dashboard""></i> <span>Dashboard</span></a></li>"	"class=""glyphicon glyphicon-dashboard""></i> <span>ダッシュボード</span></a></li>"
./header.jsp	"class=""glyphicon glyphicon-dashboard""></i> <span>Manager Dashboard</span></a>"	"class=""glyphicon glyphicon-dashboard""></i> <span>責任者ダッシュボード</span></a>"
./header.jsp	<span>Assessments</span></a>	<span>検査</span></a>
./header.jsp	<span>Retests</span></a>	<span>再検査</span></a>
./header.jsp	<span>Peer Review</span></a></li>	<span>査読</span></a></li>
./header.jsp	"class=""glyphicon glyphicon-flash""></i> <span>Live Feed</span></a></li>"	"class=""glyphicon glyphicon-flash""></i> <span>現況</span></a></li>"
./header.jsp	"class=""glyphicon glyphicon-calendar""></i> <span>Scheduling</span></a></li>"	"class=""glyphicon glyphicon-calendar""></i> <span>計画</span></a></li>"
./header.jsp	"<a href=""#""><i class=""glyphicon glyphicon-retweet""></i> <span>Remediation</span> <i"	"<a href=""#""><i class=""glyphicon glyphicon-retweet""></i> <span>修正</span> <i"
./header.jsp	"class=""glyphicon glyphicon-retweet""></i> <span>Queue</span></a></li>"	"class=""glyphicon glyphicon-retweet""></i> <span>一覧</span></a></li>"
./header.jsp	"class=""glyphicon glyphicon-search""></i> <span>Search</span></a></li>"	"class=""glyphicon glyphicon-search""></i> <span>検索</span></a></li>"
./header.jsp	"</i><i class=""glyphicon glyphicon-retweet""></i> <span>Remediation</span> <i"	"</i><i class=""glyphicon glyphicon-retweet""></i> <span>修正</span> <i"
./header.jsp	"class=""fa fa-people-group""></i> <span>Team Calendar</span></a></li>"	"class=""fa fa-people-group""></i> <span>組織予定表</span></a></li>"
./header.jsp	"class=""glyphicon glyphicon-signal""></i> <span>Metrics</span></a></li>"	"class=""glyphicon glyphicon-signal""></i> <span>統計</span></a></li>"
./header.jsp	"<a href=""#""><i class=""glyphicon glyphicon-cog""></i> <span>Admin</span> <i"	"<a href=""#""><i class=""glyphicon glyphicon-cog""></i> <span>管理</span> <i"
./header.jsp	"<li class=""<s:property value="" activeUsers"" />""><a href=""Users"">Users</a></li>"	"<li class=""<s:property value="" activeUsers"" />""><a href=""Users"">利用者</a></li>"
./header.jsp	"href=""AIConfig"">AI Config</a></li>"	"href=""AIConfig"">AI</a></li>"
./header.jsp	"href=""Options"">Settings</a></li>"	"href=""Options"">設定</a></li>"
./header.jsp	" href=""Checklists"">Checklists</a></li>"	" href=""Checklists"">チェックリスト</a></li>"
./header.jsp	"href=""AppStoreDashboard"">App Store</a></li>"	"href=""AppStoreDashboard"">拡張機能</a></li>"
./header.jsp	</i>App Store</a></li>	</i>拡張機能</a></li>
./header.jsp	"<a href=""#""><i class=""glyphicon glyphicon-book""></i> <span>Templates</span> <i"	"<a href=""#""><i class=""glyphicon glyphicon-book""></i> <span>雛型</span> <i"
./header.jsp	"<li class=""<s:property value="" activeTemplates"" />"" ><a href=""Templates"">Assessment"	"<li class=""<s:property value="" activeTemplates"" />"" ><a href=""Templates"">検査"
./header.jsp	Templates</a></li>	雛型</a></li>
./header.jsp	"<li class=""<s:property value="" activeCms"" />"" ><a href=""cms"">Report Designer</a></li>"	"<li class=""<s:property value="" activeCms"" />"" ><a href=""cms"">報告書</a></li>"
./header.jsp	"<li class=""<s:property value="" activeVulns"" />""><a href=""DefaultVulns"">Default"	"<li class=""<s:property value="" activeVulns"" />""><a href=""DefaultVulns"">脆弱性"
./header.jsp	Vulnerabilities</a></li>	</a></li>
./header.jsp	"<s:date name=""sessionUser.lastLogin"" format=""MM/dd/yyyy hh:mm:ss"" />"	"<s:date name=""sessionUser.lastLogin"" format=""yyyy年MM月dd日 hh:mm:ss"" />"
./newInstance.jsp	"<i class=""icon fa fa-ban""></i> Alert!"	"<i class=""icon fa fa-ban""></i> 警告!"
./newInstance.jsp	"<div class=""login-group col-md-12"" style=""text-align: center""><h3>Finish Setting Up Your Account</h3></div>"	"<div class=""login-group col-md-12"" style=""text-align: center""><h3>アカウント設定を完了してください</h3></div>"
./newInstance.jsp	"<label for=""adminUsername"" class="""">Admin Username *</label><br>"	"<label for=""adminUsername"" class="""">管理者 ユーザ名 *</label><br>"
./newInstance.jsp	"<label for=""adminPassword"" class="""">Password *</label><br>"	"<label for=""adminPassword"" class="""">パスワード *</label><br>"
./newInstance.jsp	"<label for=""confirm"" class="""">Confirm Password *</label><br>"	"<label for=""confirm"" class="""">パスワード(再入力) *</label><br>"
./newInstance.jsp	"<label for=""first"" class="""">First Name *</label><br>"	"<label for=""first"" class="""">姓 *</label><br>"
./newInstance.jsp	"<label for=""last"" class="""">Last Name *</label><br>"	"<label for=""last"" class="""">名 *</label><br>"
./newInstance.jsp	"<label for=""email"" class="""">Email *</label><br>"	"<label for=""email"" class="""">電子メール *</label><br>"
./newInstance.jsp	"<label for=""team"" >Create a Team Name (Optional)</label><br>"	"<label for=""team"" >組織名 (任意)</label><br>"
./newInstance.jsp	"<button type=""submit"" class=""btn btn-success pull-right btn-lg"">Save</button>"	"<button type=""submit"" class=""btn btn-success pull-right btn-lg"">保存</button>"
./peerreviews/PeerReviews.jsp	"<i class=""glyphicon glyphicon-eye-open""></i> Peer Review Queue <small></small>"	"<i class=""glyphicon glyphicon-eye-open""></i> 査読一覧 <small></small>"
./peerreviews/PeerReviews.jsp	<i class='fa fa-download'></i> Download Report	<i class='fa fa-download'></i> 報告書をダウンロード
./peerreviews/PeerReviews.jsp	"<s:property value=""fname"" escapeJavaScript=""true"" />&nbsp;<s:property"	"<s:property value=""fname""/>&nbsp;<s:property"
./peerreviews/PeerReviews.jsp	"value=""lname"" escapeJavaScript=""true"" />"	"value=""lname""/>"
./peerreviews/TrackChanges.jsp	"<td><s:property value=""question""/></td>"	"<td><s:property value=""question"" escapeHtml=""false"" /></td>"
./peerreviews/TrackChanges.jsp	"<i class=""glyphicon glyphicon-eye-open""></i> Peer Review for <b>[${asmt.appId}] -  ${asmt.name }</b> - <i>${asmt.assessor[0].fname} ${asmt.assessor[0].lname}</i>"	"<i class=""glyphicon glyphicon-eye-open""></i> 査読中: <b>[${asmt.appId}] -  ${asmt.name }</b> - <i>${asmt.assessor[0].fname} ${asmt.assessor[0].lname}</i>"
./peerreviews/TrackChanges.jsp	"<li class=""active""><a href=""#overview"" data-toggle=""tab"">Overview</a></li>"	"<li class=""active""><a href=""#overview"" data-toggle=""tab"">概要</a></li>"
./peerreviews/TrackChanges.jsp	"<li><a href=""#default"" data-toggle=""tab"">Vulnerabilities</a></li>"	"<li><a href=""#default"" data-toggle=""tab"">脆弱性</a></li>"
./peerreviews/TrackChanges.jsp	"<li><a href=""#<s:property value=""section""/>"" data-toggle=""tab""><s:property value=""#section.replace('_', ' ')""/> Vulnerabilities</a></li>"	"<li><a href=""#<s:property value=""section""/>"" data-toggle=""tab""><s:property value=""#section.replace('_', ' ')""/> 脆弱性</a></li>"
